artist_id,genre
56,underground hip hop
70,indietronica
44,indie r&b
25,disco house
228,australian alternative rock
38,punk christmas
75,nu disco
271,rap
60,alternative rock
60,neo mellow
80,house
76,indie r&b
124,pop
25,alternative dance
25,vocal house
16,swedish pop
75,australian dance
104,underground hip hop
60,alternative rock
60,neo mellow
160,escape room
136,pop rap
158,turntablism
54,chamber pop
54,noise pop
91,edm
63,indie r&b
133,chillwave
66,indie r&b
18,east coast hip hop
81,indie pop
84,metropopolis
56,underground hip hop
76,deep indie r&b
70,nu disco
16,swedish pop
16,tropical house
104,underground hip hop
88,escape room
38,metalcore
88,escape room
36,indie r&b
72,brooklyn indie
72,metropopolis
48,hip hop
100,noise pop
57,pop
28,europop
90,pop christmas
147,progressive electro house
102,pop rap
49,nu disco
102,escape room
54,freak folk
91,new rave
117,indie pop
91,dance-punk
133,new rave
133,electro house
18,pop rap
18,southern hip hop
156,folk-pop
84,indie r&b
25,synthpop
38,electropowerpop
60,garage rock
25,disco house
60,indie folk
160,indietronica
72,metropopolis
111,indie r&b
29,fingerstyle
28,german techno
136,indie r&b
86,rap
92,pop rap
31,pop rap
102,pop rap
148,indietronica
158,house
54,indie pop
91,filter house
87,rap
133,dance-punk
81,new americana
84,indie pop
30,r&b
138,dance pop
30,r&b
76,deep indie r&b
56,detroit hip hop
70,shimmer pop
16,tropical house
165,underground pop rap
16,swedish pop
88,indie r&b
38,electropowerpop
48,southern hip hop
100,indietronica
28,hip house
57,dance pop
147,progressive house
102,rap
102,rap
118,noise pop
112,trap music
118,freak folk
54,chillwave
54,nu gaze
91,dance-punk
117,indietronica
91,filter house
87,hip hop
87,southern hip hop
133,electro house
133,indie rock
18,trap music
18,rap
156,dance-punk
84,grave wave
22,traditional country
302,crunk
25,new rave
228,downtempo
38,pop punk
60,folk-pop
25,electro house
60,indie rock
160,metropopolis
29,neo mellow
28,eurodance
136,dance pop
31,trap music
102,rap
148,indie r&b
118,freak folk
158,glitch hop
54,freak folk
54,synthpop
91,alternative dance
91,synthpop
87,gangster rap
133,electro house
81,indietronica
84,grave wave
54,indietronica
91,house
117,indie r&b
91,electro house
87,east coast hip hop
87,trap music
107,tropical house
126,big room
133,chamber pop
133,chamber pop
156,synthpop
41,electro house
65,underground pop rap
84,alternative dance
84,noise pop
22,country
302,dirty south rap
264,edm
138,pop
50,pop
56,pop rap
44,pop
25,electro house
60,indie pop
25,electroclash
60,indie pop
160,indie r&b
54,indietronica
91,house
87,pop rap
133,indietronica
18,rap
81,indie folk
84,neo-psychedelic
56,southern hip hop
76,indie r&b
70,indietronica
38,punk christmas
72,metropopolis
72,brooklyn indie
48,pop rap
100,freak folk
28,german techno
57,electro house
28,hip house
90,dance pop
147,electro house
102,trap music
49,gauze pop
102,hip hop
118,neo-psychedelic
112,rap
118,indie r&b
54,brooklyn indie
54,shimmer pop
120,nu disco
91,alternative dance
91,synthpop
117,alternative dance
91,house
87,gangster rap
87,gangster rap
133,indie r&b
133,indietronica
156,indietronica
41,house
27,stomp and flutter
331,indie poptimism
65,rap
84,chamber pop
25,trip hop
60,indie christmas
60,pop rock
36,indie r&b
80,edm
25,electronic
16,tropical house
75,aussietronica
60,folk christmas
80,edm
160,dream pop
136,urban contemporary
92,trap music
31,rap
102,hip hop
148,glitch hop
118,indie r&b
158,electronic
54,dream pop
54,shimmer pop
91,big beat
87,southern hip hop
63,tropical house
69,chillwave
133,chamber pop
81,la indie
84,freak folk
28,bubblegum dance
57,house
28,german techno
90,pop rap
92,trap music
92,rap
71,folk-pop
94,french indietronica
94,french indietronica
102,escape room
102,trap music
54,dream pop
54,new rave
91,electro house
117,synthpop
91,big beat
87,rap
87,rap
133,chillwave
133,new rave
18,rap
142,underground pop rap
18,pop rap
156,alternative dance
84,indietronica
22,country road
302,southern hip hop
264,progressive house
138,dance pop
50,pop rap
283,pop
99,escape room
56,detroit hip hop
70,tropical house
44,dance pop
25,big beat
25,vocal house
228,aussietronica
38,screamo
75,australian dance
271,pop rap
60,folk christmas
60,stomp and holler
328,viral pop
36,future garage
80,electro house
25,house
60,garage rock
60,stomp and holler
88,escape room
80,house
160,chillwave
136,pop
54,indie rock
91,indietronica
87,pop
133,indie r&b
81,indie rock
84,indie r&b
84,synthpop
30,pop
138,pop
99,indie r&b
30,pop
76,indie r&b
56,alternative hip hop
100,nu gaze
28,europop
57,disco house
90,post-teen pop
147,house
102,hip hop
102,pop rap
118,freak folk
118,noise pop
54,alternative dance
54,neo-psychedelic
91,filter house
91,indietronica
87,pop rap
87,pop rap
133,dance-punk
133,indie pop
18,southern hip hop
18,east coast hip hop
156,indie rock
84,indie pop
22,texas country
302,rap
50,soul christmas
283,folk-pop
99,indie r&b
56,alternative hip hop
44,tropical house
124,pop
165,underground pop rap
25,alternative dance
228,australian dance
38,metalcore
75,aussietronica
271,trap music
60,chamber pop
25,new rave
25,synthpop
25,trip hop
75,nu disco
60,chamber pop
60,folk-pop
60,indie christmas
60,pop rock
88,indie r&b
80,electro house
160,alternative dance
160,shimmer pop
160,synthpop
72,brooklyn indie
72,indie poptimism
29,folk-pop
29,indie folk
28,bubblegum dance
28,europop
28,hip house
136,hip pop
136,neo soul
86,pop rap
86,southern hip hop
92,pop christmas
92,rap
31,detroit hip hop
31,southern hip hop
94,french indietronica
102,escape room
102,southern hip hop
148,ninja
148,wonky
118,neo-psychedelic
118,noise pop
158,edm
158,electro house
158,trip hop
54,brooklyn indie
54,chillwave
54,indie r&b
54,new rave
54,nu gaze
91,dance-punk
91,electro house
91,new rave
87,dirty south rap
87,east coast hip hop
87,hip hop
133,indie pop
133,indie rock
133,new rave
18,southern hip hop
18,trap music
12,nu disco
81,chamber pop
81,folk-pop
81,singer-songwriter
81,stomp and holler
139,german pop
139,pop
139,tropical house
139,german pop
139,pop
139,tropical house
84,alternative dance
84,chamber pop
84,chillwave
84,noise pop
30,dance pop
30,pop rap
138,pop christmas
138,post-teen pop
99,deep indie r&b
99,escape room
30,dance pop
30,pop rap
56,indie r&b
56,pop rap
70,tropical house
38,pop punk
38,screamo
104,underground hip hop
88,indie r&b
36,future garage
72,indie poptimism
72,indie poptimism
48,indie r&b
48,rap
100,indie r&b
100,neo-psychedelic
28,eurodance
57,edm
57,pop rap
28,bubblegum dance
28,eurodance
90,pop
90,pop rock
92,pop rap
92,rap
92,pop christmas
92,pop rap
71,pop
71,neo mellow
147,australian dance
147,big room
102,southern hip hop
102,southern hip hop
118,indie r&b
112,pop rap
118,neo-psychedelic
54,chamber pop
54,indie r&b
54,indie rock
54,noise pop
54,synthpop
91,big beat
91,edm
91,electronic
117,chamber pop
117,metropopolis
91,alternative dance
91,electronic
91,new rave
91,synthpop
87,dirty south rap
87,pop
87,southern hip hop
87,dirty south rap
87,hip hop
87,pop
59,vapor pop
126,edm
107,tropical house
133,alternative dance
133,indie rock
133,indietronica
133,synthpop
133,alternative dance
133,chillwave
133,dance-punk
133,synthpop
18,east coast hip hop
18,trap music
156,indie pop
41,pop
27,indie folk
331,indie r&b
65,pop rap
84,freak folk
84,metropopolis
84,neo-psychedelic
84,synthpop
22,contemporary country
22,country rock
22,outlaw country
302,hip hop
302,pop rap
302,trap music
264,big room
264,electro house
138,pop christmas
50,pop christmas
50,r&b
50,rap
283,modern blues
99,deep indie r&b
56,indie r&b
56,rap
56,southern hip hop
70,nu disco
70,shimmer pop
44,candy pop
44,metropopolis
44,post-teen pop
25,electroclash
25,electronic
25,house
60,indie folk
60,indie rock
60,lo-fi
196,vapor pop
48,hip hop
48,indie r&b
48,pop rap
48,rap
48,southern hip hop
48,trap music
160,alternative dance
160,chillwave
160,dream pop
160,escape room
160,grave wave
160,indie r&b
160,indietronica
160,metropopolis
160,shimmer pop
160,synthpop
100,chillwave
100,freak folk
100,indie r&b
100,indietronica
100,neo-psychedelic
100,noise pop
100,nu gaze
111,indie r&b
256,alternative rock
256,electronic
256,garage rock
256,indie rock
256,post-grunge
256,rock
329,alternative dance
329,indietronica
329,pop
329,synthpop
57,dance pop
57,disco house
57,edm
57,electro house
57,house
57,pop
57,pop rap
29,fingerstyle
29,folk-pop
29,indie folk
29,neo mellow
322,post rock
322,instrumental post rock
322,atmospheric post rock
90,dance pop
90,pop
90,pop christmas
90,pop rap
90,post-teen pop
90,pop rock
136,dance pop
136,hip pop
136,indie r&b
136,neo soul
136,pop
136,pop rap
136,r&b
136,urban contemporary
209,folk-pop
209,indie folk
209,indie pop
209,stomp and holler
86,pop rap
86,rap
86,southern hip hop
71,australian alternative rock
71,folk-pop
71,neo mellow
71,pop
31,detroit hip hop
31,pop rap
31,rap
31,southern hip hop
31,trap music
186,israeli rock
186,mizrahi
147,australian dance
147,big room
147,edm
147,electro house
147,house
147,progressive electro house
147,progressive house
49,gauze pop
49,nu disco
148,chillwave
148,glitch hop
148,indie r&b
148,indietronica
148,ninja
148,wonky
273,escape room
273,rap
273,underground hip hop
112,pop rap
112,rap
112,trap music
158,edm
158,electro house
158,electronic
158,glitch hop
158,house
158,nu jazz
158,trip hop
158,turntablism
333,indie r&b
333,pop rap
333,rap
333,southern hip hop
333,trap music
120,nu disco
272,deep indie r&b
272,escape room
272,indie r&b
272,pop
272,trip hop
117,alternative dance
117,chamber pop
117,indie pop
117,indie r&b
117,indie rock
117,indietronica
117,metropopolis
117,synthpop
63,indie r&b
63,pop
63,tropical house
276,indie dream pop
276,indie psych-pop
276,shimmer psych
276,shiver pop
59,vapor pop
69,chillwave
69,indie r&b
280,indie pop
280,indie r&b
280,indietronica
280,metropopolis
126,big room
126,edm
66,gauze pop
66,indie r&b
293,bass music
293,future garage
293,indie r&b
293,indietronica
293,microhouse
293,wonky
314,escape room
314,underground hip hop
142,underground pop rap
12,nu disco
281,tropical house
156,alternative dance
156,dance-punk
156,folk-pop
156,indie pop
156,indie rock
156,indietronica
156,new rave
156,synthpop
81,chamber pop
81,folk-pop
81,freak folk
81,indie folk
81,indie pop
81,indie rock
81,indietronica
81,la indie
81,new americana
81,singer-songwriter
81,stomp and holler
197,chamber pop
197,alternative dance
84,indie r&b
9,hip pop
302,pop rap
264,electro house
138,post-teen pop
283,modern blues
99,escape room
295,edm
56,rap
70,tropical house
1,garage rock
327,pop
288,indietronica
100,nu gaze
318,deep indie r&b
329,indietronica
57,edm
90,pop rock
322,atmospheric post rock
209,indie pop
172,grime
71,folk-pop
186,israeli rock
289,pop
147,big room
249,vapor pop
296,dance-punk
296,noise pop
254,synthpop
272,trip hop
117,alternative dance
156,synthpop
306,escape room
197,indie pop
9,hip pop
270,vocal house
295,big room
1,indietronica
300,neo-psychedelic
249,gauze pop
204,indie rock
197,chillwave
84,indietronica
9,hip hop
1,psychedelic rock
296,garage rock
296,power pop
254,electroclash
197,synthpop
9,hip hop
205,r&b
270,electro house
1,neo-psychedelic
327,gauze pop
223,shiver pop
288,indie r&b
228,australian dance
323,australian alternative rock
271,rap
224,chillwave
232,indie pop
218,rap
317,indie r&b
253,pop
256,garage rock
318,deep indie r&b
329,indietronica
209,indie pop
200,indie r&b
172,pop
192,chillwave
300,dream pop
289,minimal dub
249,indie r&b
204,garage rock
197,indie pop
84,metropopolis
9,pop christmas
302,southern hip hop
264,house
138,pop
283,pop
99,deep indie r&b
295,electro house
56,pop rap
1,indie rock
228,australian dance
38,electropowerpop
48,southern hip hop
256,alternative rock
100,noise pop
318,indie r&b
329,alternative dance
57,electro house
90,pop rap
322,post rock
193,tropical house
209,indie folk
71,neo mellow
289,tropical house
147,australian dance
296,experimental rock
296,neo-psychedelic
296,space rock
333,pop rap
254,australian dance
117,metropopolis
298,garage rock
276,shimmer psych
280,indietronica
126,edm
293,bass music
156,indietronica
306,underground hip hop
197,indie r&b
9,pop christmas
302,pop rap
264,progressive house
205,contemporary country
315,lift kit
283,folk-pop
270,edm
1,psychedelic rock
327,pop
223,shimmer pop
288,indietronica
228,aussietronica
232,indie rock
218,hip hop
317,shiver pop
253,moombahton
256,alternative rock
209,stomp and holler
200,etherpop
300,freak folk
300,synthpop
249,vapor pop
204,alternative rock
197,indie r&b
84,neo-psychedelic
9,gangster rap
302,rap
177,garage rock
264,edm
295,progressive electro house
56,indie r&b
70,shimmer pop
1,alternative rock
228,downtempo
38,metalcore
271,pop rap
224,shiver pop
36,indie r&b
317,gauze pop
48,rap
256,indie rock
100,indietronica
57,house
90,dance pop
147,progressive electro house
249,gauze pop
49,nu disco
112,pop rap
273,underground hip hop
296,alternative rock
296,indie folk
296,psychedelic rock
333,southern hip hop
254,chillwave
117,synthpop
298,alternative dance
156,new rave
197,indietronica
9,gangster rap
302,trap music
264,electro house
205,dance pop
283,modern blues
270,disco house
1,noise pop
327,tropical house
223,norwegian pop
288,neo soul
228,australian alternative rock
323,shimmer pop
271,pop rap
224,shiver pop
232,garage rock
218,underground hip hop
317,gauze pop
253,electro house
256,electronic
172,grime
192,gauze pop
186,mizrahi
300,alternative dance
300,nu gaze
249,shimmer psych
204,indie pop
197,indie rock
292,underground pop rap
331,indie poptimism
84,chamber pop
9,pop rap
296,indie christmas
296,nu gaze
254,indietronica
272,indie r&b
117,chamber pop
298,indie christmas
293,microhouse
189,underground pop rap
290,nu disco
314,escape room
156,dance-punk
306,rap
197,chillwave
9,pop rap
302,dirty south rap
205,pop christmas
270,house
295,electro house
226,country road
1,garage rock
300,indietronica
204,neo-psychedelic
273,escape room
197,indietronica
84,freak folk
84,synthpop
9,crunk
302,dirty south rap
295,progressive house
56,alternative hip hop
1,neo-psychedelic
165,underground pop rap
288,indie r&b
38,punk christmas
271,trap music
224,shimmer pop
328,viral pop
36,future garage
317,indie r&b
196,vapor pop
48,hip hop
256,rock
100,freak folk
329,synthpop
57,dance pop
147,progressive house
249,deep indie r&b
296,dream pop
296,noise rock
254,new rave
272,escape room
117,indie pop
298,indie pop
276,shiver pop
280,indie r&b
126,big room
293,future garage
156,folk-pop
306,indie r&b
197,chamber pop
9,southern hip hop
302,gangster rap
205,pop rock
283,pop
270,big room
295,edm
226,lift kit
261,escape room
319,tropical house
1,alternative rock
300,new rave
289,pop
249,escape room
204,australian alternative rock
197,metropopolis
84,indie pop
9,dirty south rap
302,trap music
264,progressive house
138,dance pop
295,house
56,detroit hip hop
261,vapor twitch
70,indietronica
1,indie pop
228,aussietronica
38,pop punk
271,rap
224,chillwave
317,indietronica
48,indie r&b
256,garage rock
100,neo-psychedelic
57,pop
90,pop
209,stomp and holler
172,pop
71,australian alternative rock
147,electro house
249,shimmer psych
49,gauze pop
112,rap
273,rap
296,anti-folk
296,lo-fi
333,indie r&b
254,electro house
117,indietronica
298,indie rock
293,wonky
189,pop rap
314,underground hip hop
142,underground pop rap
281,tropical house
156,alternative dance
197,metropopolis
331,indie r&b
310,deep underground hip hop
9,crunk
302,rap
264,edm
205,neo mellow
270,progressive electro house
295,house
1,indie rock
256,rock
329,synthpop
322,atmospheric post rock
209,indie folk
200,indietronica
192,indie r&b
186,israeli rock
300,chillwave
197,neo-psychedelic
84,chillwave
9,southern hip hop
302,gangster rap
56,underground hip hop
261,escape room
70,nu disco
1,australian alternative rock
327,tropical house
288,neo soul
48,trap music
256,electronic
100,indie r&b
329,pop
57,disco house
90,pop christmas
147,house
249,escape room
296,chamber pop
296,indie pop
296,slow core
333,rap
254,alternative dance
272,deep indie r&b
117,indie rock
298,new rave
276,indie dream pop
280,metropopolis
293,indie r&b
156,indie pop
197,indie rock
9,rap
302,hip hop
264,house
205,country
270,trance
295,progressive electro house
226,modern country rock
261,vapor twitch
319,edm
1,australian alternative rock
228,downtempo
271,trap music
224,shimmer pop
328,viral pop
232,alternative rock
218,trap music
317,indietronica
196,vapor pop
253,edm
256,indie rock
318,indie r&b
329,alternative dance
322,instrumental post rock
257,pop rap
193,tropical house
300,indie r&b
204,psychedelic rock
273,rap
197,synthpop
84,grave wave
9,rap
302,hip hop
264,big room
138,pop christmas
315,lift kit
283,folk-pop
99,indie r&b
295,big room
56,southern hip hop
1,indietronica
228,australian alternative rock
38,screamo
317,shiver pop
48,pop rap
256,post-grunge
100,chillwave
57,pop rap
90,post-teen pop
322,instrumental post rock
209,folk-pop
71,pop
186,mizrahi
289,minimal dub
147,edm
249,indie r&b
112,trap music
273,escape room
296,blues-rock
296,indie rock
333,trap music
254,dance-punk
197,neo-psychedelic
9,dirty south rap
302,crunk
205,post-teen pop
270,electronic
300,noise pop
289,tropical house
249,deep indie r&b
204,indietronica
331,indie r&b
84,alternative dance
84,noise pop
9,dance pop
302,crunk
1,noise pop
327,gauze pop
296,freak folk
296,ok indie
254,filter house
272,pop
117,indie r&b
298,indietronica
276,indie psych-pop
59,vapor pop
278,underground pop rap
280,indie pop
293,indietronica
156,indie rock
306,trap music
197,alternative dance
292,underground pop rap
331,indie poptimism
9,dance pop
302,southern hip hop
177,garage rock
264,big room
205,pop
270,progressive house
295,progressive house
226,contemporary country
1,indie pop
256,post-grunge
329,pop
322,post rock
209,folk-pop
300,indie pop
204,noise pop
273,underground hip hop
333,indie r&b
333,pop rap
333,rap
333,southern hip hop
333,trap music
221,alternative dance
221,brooklyn indie
221,chamber pop
221,chillwave
221,dance-punk
221,dream pop
221,freak folk
221,indie pop
221,indie rock
221,indietronica
221,neo-psychedelic
221,new rave
221,noise pop
221,nu gaze
221,shimmer pop
221,synthpop
296,alternative rock
296,anti-folk
296,blues-rock
296,chamber pop
296,dance-punk
296,dream pop
296,experimental rock
296,freak folk
296,garage rock
296,indie christmas
296,indie folk
296,indie pop
296,indie rock
296,lo-fi
296,neo-psychedelic
296,noise pop
296,noise rock
296,nu gaze
296,ok indie
296,power pop
296,psychedelic rock
296,slow core
296,space rock
213,albuquerque indie
213,alternative rock
213,anti-folk
213,chamber pop
213,folk christmas
213,folk-pop
213,freak folk
213,garage rock
213,indie christmas
213,indie folk
213,indie pop
213,indie rock
213,indietronica
213,lo-fi
213,neo-psychedelic
213,singer-songwriter
213,slow core
213,stomp and holler
254,alternative dance
254,australian dance
254,chillwave
254,dance-punk
254,electro house
254,electroclash
254,filter house
254,indietronica
254,new rave
254,synthpop
272,escape room
272,deep indie r&b
272,indie r&b
272,pop
272,trip hop
275,alternative hip hop
275,escape room
275,glitch
275,glitch hop
275,indie r&b
275,indietronica
275,turntablism
275,trip hop
275,wonky
298,garage rock
298,indie christmas
298,indie pop
298,indie rock
298,alternative dance
298,indietronica
298,new rave
244,indie pop
244,indie poptimism
276,indie dream pop
276,indie psych-pop
276,shimmer psych
276,shiver pop
304,indie pop
304,indie rock
304,indietronica
304,irish rock
304,synthpop
278,underground pop rap
280,indie pop
280,indie r&b
280,indietronica
280,metropopolis
247,tropical house
189,pop rap
189,underground pop rap
293,bass music
293,future garage
293,indie r&b
293,indietronica
293,microhouse
293,wonky
234,alternative dance
234,alternative rock
234,brooklyn indie
234,chamber pop
234,dance-punk
234,garage rock
234,indie pop
234,indie rock
234,indietronica
234,new rave
234,synthpop
290,nu disco
314,escape room
314,underground hip hop
281,tropical house
306,escape room
306,indie r&b
306,rap
306,trap music
197,chamber pop
9,pop rap
248,electronic
205,pop rock
11,chamber pop
270,trance
295,edm
226,modern country rock
261,vapor twitch
342,crunk
342,urban contemporary
319,edm
1,australian alternative rock
32,hip pop
73,dream pop
73,nu gaze
23,filter house
232,indie rock
224,chillwave
10,progressive trance
17,pop rap
218,trap music
317,indie r&b
153,folk-pop
62,indie folk
62,nu gaze
200,indietronica
172,pop
79,pop
192,chillwave
300,dream pop
289,tropical house
155,shimmer pop
249,deep indie r&b
169,shimmer pop
204,indie pop
221,chillwave
221,noise pop
296,alternative rock
296,indie folk
296,psychedelic rock
213,albuquerque indie
213,indie pop
254,indietronica
179,electronic trap
275,glitch hop
182,pop
123,house
234,chamber pop
248,new rave
205,pop rock
3,pop christmas
11,chillwave
11,nu gaze
270,big room
22,crunk
173,pop
342,hip pop
90,hip hop
32,hip pop
73,dream pop
73,indietronica
19,underground pop rap
23,filter house
153,pop
253,electro house
246,freak folk
20,electro house
39,shimmer psych
191,electro
220,tropical house
62,anti-folk
62,indie rock
300,noise pop
22,pop
204,indietronica
116,pop
169,indietronica
221,chamber pop
221,new rave
170,hip pop
213,chamber pop
213,indie rock
83,indie r&b
275,escape room
182,pop
304,irish rock
203,trap music
132,nu gaze
303,indie pop
234,dance-punk
306,underground hip hop
197,alternative dance
292,underground pop rap
37,tropical house
9,crunk
310,deep underground hip hop
177,garage rock
251,deep indie r&b
248,breakbeat
205,post-teen pop
11,anti-folk
11,indietronica
270,electronic
295,progressive house
46,australian alternative rock
226,lift kit
261,escape room
342,dance pop
1,indie pop
32,rap
73,chamber pop
73,new weird america
23,synthpop
323,shimmer pop
232,alternative rock
10,trance
17,hip hop
153,indie rock
253,pop
62,indie pop
62,stomp and holler
200,indie r&b
172,grime
192,gauze pop
300,alternative dance
300,nu gaze
289,pop
155,indietronica
249,gauze pop
169,downtempo
204,garage rock
221,dance-punk
221,synthpop
296,chamber pop
296,lo-fi
263,indie r&b
83,indie r&b
213,anti-folk
213,indietronica
254,dance-punk
275,turntablism
298,indie pop
182,electro house
244,indie poptimism
132,freak folk
304,synthpop
189,underground pop rap
303,indie pop
123,filter house
234,garage rock
11,indie pop
270,progressive house
22,trap music
46,downtempo
226,contemporary country
173,neo soul
342,pop rap
90,memphis hip hop
32,pop rap
73,folk-pop
23,new rave
323,shimmer pop
43,hip hop
153,metropopolis
253,moombahton
246,kiwi rock
20,edm
39,shiver pop
191,edm
62,chillwave
62,neo-psychedelic
225,pop
300,indie pop
22,dirty south rap
116,synthpop
169,neo soul
221,alternative dance
221,shimmer pop
170,dirty south rap
213,folk christmas
213,slow core
113,crunk
275,turntablism
179,glitch hop
244,indie poptimism
182,dance-punk
304,synthpop
203,dirty south rap
234,indie rock
123,filter house
340,stomp and holler
197,chillwave
9,rap
251,indie r&b
248,alternative dance
205,r&b
11,chillwave
11,neo-psychedelic
270,electro house
342,pop
1,indietronica
32,trap music
73,brooklyn indie
73,neo-psychedelic
23,new rave
10,uplifting trance
17,southern hip hop
218,rap
317,gauze pop
153,indie pop
20,tropical house
318,indie r&b
39,chillwave
191,electro house
62,dream pop
62,noise rock
300,freak folk
221,indietronica
296,indie christmas
296,indie pop
296,space rock
263,deep indie r&b
213,chamber pop
213,lo-fi
254,filter house
179,wonky
275,indie r&b
298,indie rock
182,indie r&b
132,nu gaze
304,irish rock
278,underground pop rap
189,pop rap
303,indie rock
123,electro house
234,brooklyn indie
248,synthpop
205,contemporary country
11,indie folk
11,new weird america
270,electronic
22,hip hop
173,post-teen pop
342,gangster rap
342,urban contemporary
319,edm
90,dirty south rap
32,gangster rap
73,dance-punk
73,new weird america
223,shiver pop
19,hip hop
23,alternative dance
153,stomp and holler
253,edm
20,house
191,house
257,pop rap
67,nu disco
62,dream pop
62,nu gaze
200,etherpop
225,electro house
192,indie r&b
245,indie r&b
155,shimmer pop
300,alternative dance
300,nu gaze
98,tropical house
22,crunk
204,alternative rock
116,pop rap
169,shimmer pop
221,dance-punk
221,noise pop
170,deep trap
213,indie christmas
213,neo-psychedelic
113,pop rap
275,indietronica
287,aussietronica
179,escape room
182,electro house
203,hip pop
132,freak folk
303,irish rock
234,chamber pop
206,electrofox
123,big room
197,indie pop
9,pop christmas
251,escape room
248,big beat
205,pop christmas
315,lift kit
11,alternative rock
11,indie rock
270,vocal house
295,house
46,downtempo
226,country road
342,dirty south rap
73,indie pop
23,electroclash
153,pop
20,progressive house
39,shiver pop
191,complextro
257,pop rap
193,tropical house
62,anti-folk
62,indie rock
300,noise pop
249,indie r&b
169,indie r&b
204,australian alternative rock
221,freak folk
296,freak folk
296,power pop
213,folk christmas
213,singer-songwriter
254,chillwave
234,new rave
340,new americana
306,escape room
1,tropical house
248,alternative dance
205,r&b
3,rap
11,chamber pop
11,lo-fi
270,house
22,rap
46,indie r&b
226,country road
173,dance pop
342,dance pop
90,southern hip hop
73,indie pop
73,nu gaze
19,southern hip hop
23,house
43,pop rap
153,indietronica
253,pop
246,neo-psychedelic
20,big room
62,freak folk
62,noise pop
225,house
192,gauze pop
245,deep indie r&b
155,shiver pop
300,chillwave
22,rap
204,garage rock
116,indietronica
169,chillwave
221,dream pop
170,southern hip hop
263,vapor pop
213,alternative rock
213,indietronica
113,rap
275,trip hop
287,gauze pop
179,bass music
182,indietronica
304,indietronica
203,dance pop
234,indietronica
197,indie r&b
9,southern hip hop
248,electro house
205,contemporary country
11,indie folk
11,noise rock
270,big room
295,electro house
46,indie r&b
226,contemporary country
342,gangster rap
342,southern hip hop
1,garage rock
32,pop rap
73,dance-punk
73,indietronica
23,house
323,australian alternative rock
232,garage rock
224,shimmer pop
10,progressive house
17,rap
218,underground hip hop
317,indietronica
