song_id,spotify_id
83,7ManPbVFsxAPxoY3Tovuqa
83,1xqjLdtB558KjSo7zvOXua
83,0HZ461JpW0uHBqZUL9fbuT
83,1jJlGPpd7YjzLkTjdjyXOq
83,2LCB3zw3S0KqAPD7hJfDQ5
83,0hmzy8qa2Znh1VSMdHSdYn
83,1kfTwgt30ZgLIbUVovK0dw
83,3pxPkwj95Z6LdcnHz4YRJj
83,2xDSPsTSqfKMR8IyQqLl80
83,6Jhn3L29kipOTLwcOpTHRK
84,7KW1JDjDgrPn3HBYO3imer
84,34emK6NJXI8s2o2ctTVaI0
85,0mwbc2AqVHIziVGg3syEI9
85,6AZN4TsBb6exrCMIQyFLuN
85,6KHO85g9kgxcVNxTObYP6z
85,48mIEQu1TNH88dOCCcjx3O
85,4WNpAReY2KFdqdfnpFTqHn
85,2gcbR1MvDXmcCmbgTPzPfs
85,2G4k9wS5mFHeqzwuyDTVlw
85,21OGExr19O0c1PT6meT4RI
85,1zUepuMmbDiT6Ck5mqVQlY
85,6GjX8Bi7bS2OiWKoCW9nyG
85,39Rh8S81JWDRYMVcSOjUyx
85,7uYcSEDqIz93Dj0nFhBtne
85,4TTL3M3v8ra1WGpXgZBi8f
85,3VbPCADnaTEChJfVp8NJc0
85,5TXnnnwKiGBQgEWzMVSGxS
85,1M5YOLlfGMofIs1GO8tJBg
85,5NaXhloo19xlvd5X6kN2MN
85,02m12yscaxFJkMKk3SzLpV
85,066wWfNJta4oe2MQwujB0D
85,0fQ1Wiyc8JSolY1VJvV6Ia
86,55h72bRMkO7jqGDziRKrxF
87,2aZ2Co4NeQRsqWcU930zHT
87,7AZtv7mEE1jvZH6YOisyPa
87,6HXaYcCPj5ALJwgtkWOgaJ
88,4PXb4gyyo85e3IYXa0eWkk
88,3CAX47TnPqTujLIQTw8nwI
89,723paR6LrVISFCXFPf5z57
89,3pWswuDSlGbBesQOjNnk37
89,5F1oOLNUsYVMRKMxWFC7f4
92,48bo7uexDvAThcRDvEB2W7
92,5EoKQDGE2zxrTfRFZF52u5
93,6qYC8cq0UiP5oeHkqYMagH
93,2R1zsWs8v0kttToyr6ITvB
93,3staqiEz2MU2W0rIuGbtcW
93,7bGiZbaHl7EYpU25IFu9aO
93,4jXGRd8JdJu9f4lTFG8UEA
93,4NyYAr9lsnzgQc8dD9capB
93,7beiRVY1Vs8QSxnqQCtsV8
101,3n69hLUdIsSa1WlRmjMZlW
101,0JY2OUnAI0szZFzmLVZ9G0
102,6BVBkKpZK09NmifUMZqj1z
102,41mxwoVT3EN4keZOHH7m7U
102,6obHItHLe5WlhFoTalxsoY
102,3Sp1DNwzhWZFa4NLw6alJE
102,2dPQlyMB8XPI2jgjQUur7R
103,2MLHyLy5z5l5YRp7momlgw
104,34KTEhpPjq6IAgQg2yzJAL
104,3CeYdUfGPCjKMDYyI1PpCh
104,2QOMGq8wVTZbLmh7McrvgF
104,48UPSzbZjgc449aqz8bxox
104,64BbK9SFKH2jk86U3dGj2P
104,1G391cbiT3v3Cywg8T7DM1
104,0aGQHMr7bc23Y9Ts84ffop
104,1Y6DGcTCuMAtw8KB3h4W3q
104,1XxCiPw07rd1ytYnE7SoJI
104,3ZwxczCIlt4nA7czQaugvM
104,1Se0r96r0gnqg67kJPmESc
104,7Gpr3kKk4BMgItz6UbI73q
104,3DmOWG8OD9eR12180fmJqf
104,23EKk7ESb97Z5bFBlkuM56
104,1OgyTG8JVzJghfAWm4gI3C
104,0GIDR7iLJgV5fJwdcv8TXo
104,6WUjz18yIeTGDR1E69WHtf
104,3s3oiCHAHLWmKZUYk1ozJG
104,28w7CPWQCqQxt0YCzDN75b
104,49colNVoLFcMszng9O8w4h
105,1qi1FFpqMQKnHfzEMjdind
105,1vSVbcvMSwlS68KCiVqtmo
106,0UeYCHOETPfai02uskjJ3x
106,6qWNnWeTNTr4nulEtHh96A
106,5j0ldXfA2BAOxDvs6CNy60
106,7tOcPDj3vyopZ404pY6UuP
106,2YTuqJJp22BCWZhlwUu9ok
106,3HEvzEwP0Jg0hEszE6P8x4
106,0L6FTymykfZ32iUglV83Wy
106,5u4p95grY5NfSft6955oLN
106,2yLE1TMnTy9el2WyyRZPLR
106,2AtlUrWhSDrVqDJ45No3VM
107,2746pcTPaE9FBHkvUivCsg
107,0fq2N4qK5B4mDuVx9FTpkc
107,2qkFn4wCOWYSH5Ae4q0i2S
108,5FKaV2J0xiwRENDsl0bMn4
108,2UNRV1OliNR7H8n5y7jYTd
108,7wNFWs7DXUQDeyOLiuTUET
108,5VgEjgg25jDvg61MtTFiCB
108,7fUm1OZIRDFnBqf3cw4jjc
111,6SmPPtaMnfxgz5duA6t9Cu
111,1qXLj4ywjsA0hGmaibmnn3
111,6s5VDDlaP4ouEsyze0xxMm
111,6nnFKop25VgCIriHQ3pmDM
111,0rt6exZI42LPu03cwo0MUx
112,2y4lAQpi5VTNLu2ldeTdUH
112,3laEHVL9YgKy7loUz6PaAh
112,0bP2WhCT0F2pA0vjqaiDSk
113,6J5sxraPPZ4b0CVOGAgpXj
113,2Bv6FAF1HE2EZXOOvuQsvr
113,4w0ezrWpegj1GHJ45y0kXc
113,4S2YXdmVnZDnbbvi4d8EHU
113,4PA65TQBItOwhYeW1AQnQu
115,5kF9PbklFhT0rG5J5jlrJF
115,0ct6r3EGTcMLPtrXHDvVjc
115,5Iy2Jj87Ha0C0IBlNE1I4y
115,6xNSaBtoPKlPhXsNT7ZwLd
115,4eteOEGYlGM33q76CKdPom
115,40jndh4Y9f3Z5VFmWnOq5l
115,2xhanMcOUuc43YkWHCE0f2
116,2mpsKeLCbdXkwEpZRNi4XD
116,03RENvqJKYdvWUhbuZwJY3
116,1zKL8G85Yx3T9Q84TuOCSL
116,1SC2baSJpW1wSy09LEU9aT
116,54YPUvtMYrm3AU6n84bUNB
